Cntry,CntryCo,Year,Curr,AttCode,AttName,AttValue
Saudi Arabia,SAU,2008,Saudi Riyal,IMPC,Imports of goods and serices,6.63E+11
Saudi Arabia,SAU,2008,Saudi Riyal,CACUR,Actual Household Consumption,6.35E+11
Saudi Arabia,SAU,2008,Saudi Riyal,GCCUR,Govt Collective Consumption Public Goods,2.06E+11
Saudi Arabia,SAU,2009,Saudi Riyal,POP,Population,25329000
Saudi Arabia,SAU,2009,Saudi Riyal,CHCUR,Final Consumption,5.35E+11
Saudi Arabia,SAU,2009,Saudi Riyal,GCUR,Govt Collective Consumption Overall,3.58E+11
Saudi Arabia,SAU,2009,Saudi Riyal,ICUR,Domestic Investment,3.52E+11
Saudi Arabia,SAU,2009,Saudi Riyal,EXPC,Exports of goods and serices,7.29E+11
Saudi Arabia,SAU,2009,Saudi Riyal,IMPC,Imports of goods and serices,5.90E+11
Saudi Arabia,SAU,2009,Saudi Riyal,CACUR,Actual Household Consumption,6.82E+11
Saudi Arabia,SAU,2009,Saudi Riyal,GCCUR,Govt Collective Consumption Public Goods,2.11E+11
Sudan,SDN,2007,Sudanese Pound,POP,Population,40526000
Sudan,SDN,2007,Sudanese Pound,CHCUR,Final Consumption,73862811719
Sudan,SDN,2007,Sudanese Pound,GCUR,Govt Collective Consumption Overall,16835194077
Sudan,SDN,2007,Sudanese Pound,ICUR,Domestic Investment,27646932394
Sudan,SDN,2007,Sudanese Pound,EXPC,Exports of goods and serices,22906116836
Sudan,SDN,2007,Sudanese Pound,IMPC,Imports of goods and serices,27233055025
Sudan,SDN,2007,Sudanese Pound,CACUR,Actual Household Consumption,75033031928
Sudan,SDN,2007,Sudanese Pound,GCCUR,Govt Collective Consumption Public Goods,15664973868
Sudan,SDN,2008,Sudanese Dinar,POP,Population,41681000
Sudan,SDN,2008,Sudanese Dinar,CHCUR,Final Consumption,75676238436
Sudan,SDN,2008,Sudanese Dinar,GCUR,Govt Collective Consumption Overall,20983097444
Sudan,SDN,2008,Sudanese Dinar,ICUR,Domestic Investment,30194266172
Sudan,SDN,2008,Sudanese Dinar,EXPC,Exports of goods and serices,30360512820
Sudan,SDN,2008,Sudanese Dinar,IMPC,Imports of goods and serices,29426911964
Sudan,SDN,2008,Sudanese Dinar,CACUR,Actual Household Consumption,77134780854
Sudan,SDN,2008,Sudanese Dinar,GCCUR,Govt Collective Consumption Public Goods,19524555026
Sudan,SDN,2009,Sudanese Dinar,POP,Population,42811000
Sudan,SDN,2009,Sudanese Dinar,CHCUR,Final Consumption,90564031260
Sudan,SDN,2009,Sudanese Dinar,GCUR,Govt Collective Consumption Overall,19090154242
Sudan,SDN,2009,Sudanese Dinar,ICUR,Domestic Investment,30071187674
Sudan,SDN,2009,Sudanese Dinar,EXPC,Exports of goods and serices,21181528793
Sudan,SDN,2009,Sudanese Dinar,IMPC,Imports of goods and serices,29405655504
Sudan,SDN,2009,Sudanese Dinar,CACUR,Actual Household Consumption,91890994536
Sudan,SDN,2009,Sudanese Dinar,GCCUR,Govt Collective Consumption Public Goods,17763190966
Senegal,SEN,2007,CFA Franc BCEAO,POP,Population,11394000
Senegal,SEN,2007,CFA Franc BCEAO,CHCUR,Final Consumption,4.29E+12
Senegal,SEN,2007,CFA Franc BCEAO,GCUR,Govt Collective Consumption Overall,7.28E+11
Senegal,SEN,2007,CFA Franc BCEAO,ICUR,Domestic Investment,1.59E+12
Senegal,SEN,2007,CFA Franc BCEAO,EXPC,Exports of goods and serices,1.38E+12
Senegal,SEN,2007,CFA Franc BCEAO,IMPC,Imports of goods and serices,2.59E+12
Senegal,SEN,2007,CFA Franc BCEAO,CACUR,Actual Household Consumption,4.54E+12
Senegal,SEN,2007,CFA Franc BCEAO,GCCUR,Govt Collective Consumption Public Goods,4.80E+11
Senegal,SEN,2008,CFA Franc BCEAO,POP,Population,11698000
Senegal,SEN,2008,CFA Franc BCEAO,CHCUR,Final Consumption,4.71E+12
Senegal,SEN,2008,CFA Franc BCEAO,GCUR,Govt Collective Consumption Overall,7.69E+11
Senegal,SEN,2008,CFA Franc BCEAO,ICUR,Domestic Investment,1.76E+12
Senegal,SEN,2008,CFA Franc BCEAO,EXPC,Exports of goods and serices,1.48E+12
Senegal,SEN,2008,CFA Franc BCEAO,IMPC,Imports of goods and serices,2.78E+12
Senegal,SEN,2008,CFA Franc BCEAO,CACUR,Actual Household Consumption,4.97E+12
Senegal,SEN,2008,CFA Franc BCEAO,GCCUR,Govt Collective Consumption Public Goods,5.07E+11
Senegal,SEN,2009,CFA Franc BCEAO,POP,Population,12008000
Senegal,SEN,2009,CFA Franc BCEAO,CHCUR,Final Consumption,4.74E+12
Senegal,SEN,2009,CFA Franc BCEAO,GCUR,Govt Collective Consumption Overall,8.53E+11
Senegal,SEN,2009,CFA Franc BCEAO,ICUR,Domestic Investment,1.63E+12
Senegal,SEN,2009,CFA Franc BCEAO,EXPC,Exports of goods and serices,1.40E+12
Senegal,SEN,2009,CFA Franc BCEAO,IMPC,Imports of goods and serices,2.59E+12
Senegal,SEN,2009,CFA Franc BCEAO,CACUR,Actual Household Consumption,5.03E+12
Senegal,SEN,2009,CFA Franc BCEAO,GCCUR,Govt Collective Consumption Public Goods,5.63E+11
Singapore,SGP,2007,Singapore Dollar,POP,Population,4553009
Singapore,SGP,2007,Singapore Dollar,CHCUR,Final Consumption,98139700000
Singapore,SGP,2007,Singapore Dollar,GCUR,Govt Collective Consumption Overall,24303600000
Singapore,SGP,2007,Singapore Dollar,ICUR,Domestic Investment,53510300000
Singapore,SGP,2007,Singapore Dollar,EXPC,Exports of goods and serices,5.79E+11
Singapore,SGP,2007,Singapore Dollar,IMPC,Imports of goods and serices,4.98E+11
Singapore,SGP,2007,Singapore Dollar,CACUR,Actual Household Consumption,1.04E+11
Singapore,SGP,2007,Singapore Dollar,GCCUR,Govt Collective Consumption Public Goods,18895453314
Singapore,SGP,2008,Singapore Dollar,POP,Population,4608000
Singapore,SGP,2008,Singapore Dollar,CHCUR,Final Consumption,1.07E+11
Singapore,SGP,2008,Singapore Dollar,GCUR,Govt Collective Consumption Overall,28000400000
Singapore,SGP,2008,Singapore Dollar,ICUR,Domestic Investment,80182300000
Singapore,SGP,2008,Singapore Dollar,EXPC,Exports of goods and serices,6.21E+11
Singapore,SGP,2008,Singapore Dollar,IMPC,Imports of goods and serices,5.68E+11
Singapore,SGP,2008,Singapore Dollar,CACUR,Actual Household Consumption,1.13E+11
Singapore,SGP,2008,Singapore Dollar,GCCUR,Govt Collective Consumption Public Goods,21769624704
Singapore,SGP,2009,Singapore Dollar,POP,Population,4658000
Singapore,SGP,2009,Singapore Dollar,CHCUR,Final Consumption,1.07E+11
Singapore,SGP,2009,Singapore Dollar,GCUR,Govt Collective Consumption Overall,29320500000
Singapore,SGP,2009,Singapore Dollar,ICUR,Domestic Investment,70991000000
Singapore,SGP,2009,Singapore Dollar,EXPC,Exports of goods and serices,5.22E+11
Singapore,SGP,2009,Singapore Dollar,IMPC,Imports of goods and serices,4.69E+11
Singapore,SGP,2009,Singapore Dollar,CACUR,Actual Household Consumption,1.13E+11
Singapore,SGP,2009,Singapore Dollar,GCCUR,Govt Collective Consumption Public Goods,22795970098
Solomon Islands,SLB,2007,Solomon Islands Dollar,POP,Population,566948
Solomon Islands,SLB,2007,Solomon Islands Dollar,CHCUR,Final Consumption,3045536485
Solomon Islands,SLB,2007,Solomon Islands Dollar,GCUR,Govt Collective Consumption Overall,1434216038
Solomon Islands,SLB,2007,Solomon Islands Dollar,ICUR,Domestic Investment,549326011
Solomon Islands,SLB,2007,Solomon Islands Dollar,EXPC,Exports of goods and serices,1397603962
Solomon Islands,SLB,2007,Solomon Islands Dollar,IMPC,Imports of goods and serices,2130939350
Solomon Islands,SLB,2007,Solomon Islands Dollar,CACUR,Actual Household Consumption,3498676419
Solomon Islands,SLB,2007,Solomon Islands Dollar,GCCUR,Govt Collective Consumption Public Goods,981076104.3
Solomon Islands,SLB,2008,Solomon Islands Dollar,POP,Population,473761
Solomon Islands,SLB,2008,Solomon Islands Dollar,CHCUR,Final Consumption,3850715011
Solomon Islands,SLB,2008,Solomon Islands Dollar,GCUR,Govt Collective Consumption Overall,1905957509
Solomon Islands,SLB,2008,Solomon Islands Dollar,ICUR,Domestic Investment,722028684
Solomon Islands,SLB,2008,Solomon Islands Dollar,EXPC,Exports of goods and serices,1803309630
Solomon Islands,SLB,2008,Solomon Islands Dollar,IMPC,Imports of goods and serices,2832686054
Solomon Islands,SLB,2008,Solomon Islands Dollar,CACUR,Actual Household Consumption,4452901457
Solomon Islands,SLB,2008,Solomon Islands Dollar,GCCUR,Govt Collective Consumption Public Goods,1303771063
Solomon Islands,SLB,2009,Solomon Islands Dollar,POP,Population,485924
Solomon Islands,SLB,2009,Solomon Islands Dollar,CHCUR,Final Consumption,4254913660
Solomon Islands,SLB,2009,Solomon Islands Dollar,GCUR,Govt Collective Consumption Overall,2117420572
Solomon Islands,SLB,2009,Solomon Islands Dollar,ICUR,Domestic Investment,800113612
Solomon Islands,SLB,2009,Solomon Islands Dollar,EXPC,Exports of goods and serices,2004056301
Solomon Islands,SLB,2009,Solomon Islands Dollar,IMPC,Imports of goods and serices,3127200474
Solomon Islands,SLB,2009,Solomon Islands Dollar,CACUR,Actual Household Consumption,4923911769
Solomon Islands,SLB,2009,Solomon Islands Dollar,GCCUR,Govt Collective Consumption Public Goods,1448422463
Sierra Leone,SLE,2007,Leone,POP,Population,4918000
Sierra Leone,SLE,2007,Leone,CHCUR,Final Consumption,4.34E+12
Sierra Leone,SLE,2007,Leone,GCUR,Govt Collective Consumption Overall,7.15E+11
Sierra Leone,SLE,2007,Leone,ICUR,Domestic Investment,2.19E+12
Sierra Leone,SLE,2007,Leone,EXPC,Exports of goods and serices,9.15E+11
Sierra Leone,SLE,2007,Leone,IMPC,Imports of goods and serices,2.32E+12
Sierra Leone,SLE,2007,Leone,CACUR,Actual Household Consumption,4.52E+12
Sierra Leone,SLE,2007,Leone,GCCUR,Govt Collective Consumption Public Goods,5.28E+11
Sierra Leone,SLE,2008,Leone,POP,Population,5023000
Sierra Leone,SLE,2008,Leone,CHCUR,Final Consumption,4.55E+12
Sierra Leone,SLE,2008,Leone,GCUR,Govt Collective Consumption Overall,9.24E+11
Sierra Leone,SLE,2008,Leone,ICUR,Domestic Investment,2.57E+12
Sierra Leone,SLE,2008,Leone,EXPC,Exports of goods and serices,8.44E+11
Sierra Leone,SLE,2008,Leone,IMPC,Imports of goods and serices,2.46E+12
Sierra Leone,SLE,2008,Leone,CACUR,Actual Household Consumption,4.79E+12
Sierra Leone,SLE,2008,Leone,GCCUR,Govt Collective Consumption Public Goods,6.82E+11
Sierra Leone,SLE,2009,Leone,POP,Population,5132000
Sierra Leone,SLE,2009,Leone,CHCUR,Final Consumption,5.07E+12
Sierra Leone,SLE,2009,Leone,GCUR,Govt Collective Consumption Overall,1.03E+12
Sierra Leone,SLE,2009,Leone,ICUR,Domestic Investment,2.87E+12
Sierra Leone,SLE,2009,Leone,EXPC,Exports of goods and serices,9.41E+11
Sierra Leone,SLE,2009,Leone,IMPC,Imports of goods and serices,2.75E+12
Sierra Leone,SLE,2009,Leone,CACUR,Actual Household Consumption,5.34E+12
Sierra Leone,SLE,2009,Leone,GCCUR,Govt Collective Consumption Public Goods,7.60E+11
El Salvador,SLV,2007,US Dollar,POP,Population,5982000
El Salvador,SLV,2007,US Dollar,CHCUR,Final Consumption,19675600000
El Salvador,SLV,2007,US Dollar,GCUR,Govt Collective Consumption Overall,1850300000
El Salvador,SLV,2007,US Dollar,ICUR,Domestic Investment,3246000000
El Salvador,SLV,2007,US Dollar,EXPC,Exports of goods and serices,5168800000
El Salvador,SLV,2007,US Dollar,IMPC,Imports of goods and serices,9563900000
El Salvador,SLV,2007,US Dollar,CACUR,Actual Household Consumption,20282841540
El Salvador,SLV,2007,US Dollar,GCCUR,Govt Collective Consumption Public Goods,1243058460
El Salvador,SLV,2008,US Dollar,POP,Population,6006000
El Salvador,SLV,2008,US Dollar,CHCUR,Final Consumption,21790100000
El Salvador,SLV,2008,US Dollar,GCUR,Govt Collective Consumption Overall,1998900000
El Salvador,SLV,2008,US Dollar,ICUR,Domestic Investment,3295400000
El Salvador,SLV,2008,US Dollar,EXPC,Exports of goods and serices,5651700000
El Salvador,SLV,2008,US Dollar,IMPC,Imports of goods and serices,10629400000
El Salvador,SLV,2008,US Dollar,CACUR,Actual Household Consumption,22446109898
El Salvador,SLV,2008,US Dollar,GCCUR,Govt Collective Consumption Public Goods,1342890102
El Salvador,SLV,2009,US Dollar,POP,Population,6031000
El Salvador,SLV,2009,US Dollar,CHCUR,Final Consumption,19369400000
El Salvador,SLV,2009,US Dollar,GCUR,Govt Collective Consumption Overall,2207100000
El Salvador,SLV,2009,US Dollar,ICUR,Domestic Investment,2767900000
El Salvador,SLV,2009,US Dollar,EXPC,Exports of goods and serices,4678300000
El Salvador,SLV,2009,US Dollar,IMPC,Imports of goods and serices,7922200000
El Salvador,SLV,2009,US Dollar,CACUR,Actual Household Consumption,20093738109
El Salvador,SLV,2009,US Dollar,GCCUR,Govt Collective Consumption Public Goods,1482761891
San Marino,SMR,2007,Euro,POP,Population,29615
San Marino,SMR,2007,Euro,CHCUR,Final Consumption,450156030
San Marino,SMR,2007,Euro,GCUR,Govt Collective Consumption Overall,120843970
San Marino,SMR,2007,Euro,ICUR,Domestic Investment,632000000
San Marino,SMR,2007,Euro,EXPC,Exports of goods and serices,2491000000
San Marino,SMR,2007,Euro,IMPC,Imports of goods and serices,2461000000
San Marino,SMR,2008,Euro,POP,Population,31184
San Marino,SMR,2008,Euro,CHCUR,Final Consumption,474420596
San Marino,SMR,2008,Euro,GCUR,Govt Collective Consumption Overall,127579404
San Marino,SMR,2008,Euro,ICUR,Domestic Investment,459000000
San Marino,SMR,2008,Euro,EXPC,Exports of goods and serices,2801000000
San Marino,SMR,2008,Euro,IMPC,Imports of goods and serices,2603000000
San Marino,SMR,2009,Euro,POP,Population,31358
San Marino,SMR,2009,Euro,CHCUR,Final Consumption,453453718
San Marino,SMR,2009,Euro,GCUR,Govt Collective Consumption Overall,121970269
San Marino,SMR,2009,Euro,ICUR,Domestic Investment,572965420
San Marino,SMR,2009,Euro,EXPC,Exports of goods and serices,2530140460
San Marino,SMR,2009,Euro,IMPC,Imports of goods and serices,2457256207
Somalia,SOM,2007,Somali Shilling,POP,Population,9238000
Somalia,SOM,2007,Somali Shilling,CHCUR,Final Consumption,2.61E+13
Somalia,SOM,2007,Somali Shilling,GCUR,Govt Collective Consumption Overall,3.14E+12
Somalia,SOM,2007,Somali Shilling,ICUR,Domestic Investment,7.04E+12
Somalia,SOM,2007,Somali Shilling,EXPC,Exports of goods and serices,1.06E+11
Somalia,SOM,2007,Somali Shilling,IMPC,Imports of goods and serices,5.95E+11
Somalia,SOM,2007,Somali Shilling,CACUR,Actual Household Consumption,2.71E+13
Somalia,SOM,2007,Somali Shilling,GCCUR,Govt Collective Consumption Public Goods,2.16E+12
Somalia,SOM,2008,Somali Shilling,POP,Population,9455000
Somalia,SOM,2008,Somali Shilling,CHCUR,Final Consumption,2.72E+13
Somalia,SOM,2008,Somali Shilling,GCUR,Govt Collective Consumption Overall,3.26E+12
Somalia,SOM,2008,Somali Shilling,ICUR,Domestic Investment,7.53E+12
Somalia,SOM,2008,Somali Shilling,EXPC,Exports of goods and serices,1.15E+11
Somalia,SOM,2008,Somali Shilling,IMPC,Imports of goods and serices,6.31E+11
Somalia,SOM,2008,Somali Shilling,CACUR,Actual Household Consumption,2.82E+13
Somalia,SOM,2008,Somali Shilling,GCCUR,Govt Collective Consumption Public Goods,2.24E+12
Somalia,SOM,2009,Somali Shilling,POP,Population,9613000
Somalia,SOM,2009,Somali Shilling,CHCUR,Final Consumption,2.86E+13
Somalia,SOM,2009,Somali Shilling,GCUR,Govt Collective Consumption Overall,3.43E+12
Somalia,SOM,2009,Somali Shilling,ICUR,Domestic Investment,7.88E+12
Somalia,SOM,2009,Somali Shilling,EXPC,Exports of goods and serices,1.20E+11
Somalia,SOM,2009,Somali Shilling,IMPC,Imports of goods and serices,6.61E+11
Somalia,SOM,2009,Somali Shilling,CACUR,Actual Household Consumption,2.96E+13
Somalia,SOM,2009,Somali Shilling,GCCUR,Govt Collective Consumption Public Goods,2.35E+12
Serbia,SRB,2007,Serbian Dinar,POP,Population,7447093
Serbia,SRB,2007,Serbian Dinar,CHCUR,Final Consumption,1.74E+12
Serbia,SRB,2007,Serbian Dinar,GCUR,Govt Collective Consumption Overall,4.68E+11
Serbia,SRB,2007,Serbian Dinar,ICUR,Domestic Investment,6.50E+11
Serbia,SRB,2007,Serbian Dinar,EXPC,Exports of goods and serices,6.97E+11
Serbia,SRB,2007,Serbian Dinar,IMPC,Imports of goods and serices,1.25E+12
Serbia,SRB,2007,Serbian Dinar,CACUR,Actual Household Consumption,1.98E+12
Serbia,SRB,2007,Serbian Dinar,GCCUR,Govt Collective Consumption Public Goods,2.28E+11
Serbia,SRB,2008,Serbian Dinar,POP,Population,7414000
Serbia,SRB,2008,Serbian Dinar,CHCUR,Final Consumption,2.05E+12
Serbia,SRB,2008,Serbian Dinar,GCUR,Govt Collective Consumption Overall,5.34E+11
Serbia,SRB,2008,Serbian Dinar,ICUR,Domestic Investment,7.79E+11
Serbia,SRB,2008,Serbian Dinar,EXPC,Exports of goods and serices,8.35E+11
Serbia,SRB,2008,Serbian Dinar,IMPC,Imports of goods and serices,1.48E+12
Serbia,SRB,2008,Serbian Dinar,CACUR,Actual Household Consumption,2.32E+12
Serbia,SRB,2008,Serbian Dinar,GCCUR,Govt Collective Consumption Public Goods,2.60E+11
Serbia,SRB,2009,Serbian Dinar,POP,Population,7379000
Serbia,SRB,2009,Serbian Dinar,CHCUR,Final Consumption,2.09E+12
Serbia,SRB,2009,Serbian Dinar,GCUR,Govt Collective Consumption Overall,5.49E+11
Serbia,SRB,2009,Serbian Dinar,ICUR,Domestic Investment,6.26E+11
Serbia,SRB,2009,Serbian Dinar,EXPC,Exports of goods and serices,8.05E+11
Serbia,SRB,2009,Serbian Dinar,IMPC,Imports of goods and serices,1.26E+12
Serbia,SRB,2009,Serbian Dinar,CACUR,Actual Household Consumption,2.37E+12
Serbia,SRB,2009,Serbian Dinar,GCCUR,Govt Collective Consumption Public Goods,2.68E+11
Sao Tome and Principe,STP,2007,Dobra,POP,Population,165000
Sao Tome and Principe,STP,2007,Dobra,CHCUR,Final Consumption,1.74E+12
Sao Tome and Principe,STP,2007,Dobra,GCUR,Govt Collective Consumption Overall,8.74E+11
Sao Tome and Principe,STP,2007,Dobra,ICUR,Domestic Investment,1.37E+12
Sao Tome and Principe,STP,2007,Dobra,EXPC,Exports of goods and serices,5.65E+11
Sao Tome and Principe,STP,2007,Dobra,IMPC,Imports of goods and serices,2.41E+12
Sao Tome and Principe,STP,2007,Dobra,CACUR,Actual Household Consumption,1.90E+12
Sao Tome and Principe,STP,2007,Dobra,GCCUR,Govt Collective Consumption Public Goods,7.12E+11
Sao Tome and Principe,STP,2008,Dobra,POP,Population,168000
Sao Tome and Principe,STP,2008,Dobra,CHCUR,Final Consumption,2.34E+12
Sao Tome and Principe,STP,2008,Dobra,GCUR,Govt Collective Consumption Overall,1.10E+12
Sao Tome and Principe,STP,2008,Dobra,ICUR,Domestic Investment,1.81E+12
Sao Tome and Principe,STP,2008,Dobra,EXPC,Exports of goods and serices,7.25E+11
Sao Tome and Principe,STP,2008,Dobra,IMPC,Imports of goods and serices,3.21E+12
Sao Tome and Principe,STP,2008,Dobra,CACUR,Actual Household Consumption,2.54E+12
Sao Tome and Principe,STP,2008,Dobra,GCCUR,Govt Collective Consumption Public Goods,9.00E+11
Sao Tome and Principe,STP,2009,Dobra,POP,Population,172000
Sao Tome and Principe,STP,2009,Dobra,CHCUR,Final Consumption,2.88E+12
Sao Tome and Principe,STP,2009,Dobra,GCUR,Govt Collective Consumption Overall,1.30E+12
Sao Tome and Principe,STP,2009,Dobra,ICUR,Domestic Investment,2.20E+12
Sao Tome and Principe,STP,2009,Dobra,EXPC,Exports of goods and serices,8.56E+11
Sao Tome and Principe,STP,2009,Dobra,IMPC,Imports of goods and serices,3.85E+12
Sao Tome and Principe,STP,2009,Dobra,CACUR,Actual Household Consumption,3.12E+12
Sao Tome and Principe,STP,2009,Dobra,GCCUR,Govt Collective Consumption Public Goods,1.06E+12
Suriname,SUR,2007,Surinam Dollar,POP,Population,470784
Suriname,SUR,2007,Surinam Dollar,CHCUR,Final Consumption,1001544382
Suriname,SUR,2007,Surinam Dollar,GCUR,Govt Collective Consumption Overall,287246323
Suriname,SUR,2007,Surinam Dollar,ICUR,Domestic Investment,5308089235
Suriname,SUR,2007,Surinam Dollar,EXPC,Exports of goods and serices,4355087000
Suriname,SUR,2007,Surinam Dollar,IMPC,Imports of goods and serices,4028560400
Suriname,SUR,2007,Surinam Dollar,CACUR,Actual Household Consumption,1099611519
Suriname,SUR,2007,Surinam Dollar,GCCUR,Govt Collective Consumption Public Goods,189179186.3
Suriname,SUR,2008,Surinam Dollar,POP,Population,476000
Suriname,SUR,2008,Surinam Dollar,CHCUR,Final Consumption,1407931709
Suriname,SUR,2008,Surinam Dollar,GCUR,Govt Collective Consumption Overall,403769347
Suriname,SUR,2008,Surinam Dollar,ICUR,Domestic Investment,6682222105
Suriname,SUR,2008,Surinam Dollar,EXPC,Exports of goods and serices,5271085964
Suriname,SUR,2008,Surinam Dollar,IMPC,Imports of goods and serices,5251285988
Suriname,SUR,2008,Surinam Dollar,CACUR,Actual Household Consumption,1545780310
Suriname,SUR,2008,Surinam Dollar,GCCUR,Govt Collective Consumption Public Goods,265920746.1
Suriname,SUR,2009,Surinam Dollar,POP,Population,481000
Suriname,SUR,2009,Surinam Dollar,CHCUR,Final Consumption,1279347815
Suriname,SUR,2009,Surinam Dollar,GCUR,Govt Collective Consumption Overall,366994674
Suriname,SUR,2009,Surinam Dollar,ICUR,Domestic Investment,6247334338
Suriname,SUR,2009,Surinam Dollar,EXPC,Exports of goods and serices,5252160357
Suriname,SUR,2009,Surinam Dollar,IMPC,Imports of goods and serices,4859925495
Suriname,SUR,2009,Surinam Dollar,CACUR,Actual Household Consumption,1404641384
Suriname,SUR,2009,Surinam Dollar,GCCUR,Govt Collective Consumption Public Goods,241701105.5
Slovak Republic,SVK,2007,Euro,POP,Population,5447502
Slovak Republic,SVK,2007,Euro,CHCUR,Final Consumption,34498500000
Slovak Republic,SVK,2007,Euro,GCUR,Govt Collective Consumption Overall,10639700000
Slovak Republic,SVK,2007,Euro,ICUR,Domestic Investment,17095400000
Slovak Republic,SVK,2007,Euro,EXPC,Exports of goods and serices,53372800000
Slovak Republic,SVK,2007,Euro,IMPC,Imports of goods and serices,54051400000
Slovak Republic,SVK,2007,Euro,CACUR,Actual Household Consumption,39377016500
Slovak Republic,SVK,2007,Euro,GCCUR,Govt Collective Consumption Public Goods,8334753625
Slovak Republic,SVK,2008,Euro,POP,Population,5385859
Slovak Republic,SVK,2008,Euro,CHCUR,Final Consumption,38289500000
Slovak Republic,SVK,2008,Euro,GCUR,Govt Collective Consumption Overall,11802900000
Slovak Republic,SVK,2008,Euro,ICUR,Domestic Investment,18507500000
Slovak Republic,SVK,2008,Euro,EXPC,Exports of goods and serices,55793400000
Slovak Republic,SVK,2008,Euro,IMPC,Imports of goods and serices,57386100000
Slovak Republic,SVK,2008,Euro,CACUR,Actual Household Consumption,43328918500
Slovak Republic,SVK,2008,Euro,GCCUR,Govt Collective Consumption Public Goods,9245962157
Slovak Republic,SVK,2009,Euro,POP,Population,5389468
Slovak Republic,SVK,2009,Euro,CHCUR,Final Consumption,38406900000
Slovak Republic,SVK,2009,Euro,GCUR,Govt Collective Consumption Overall,12601700000
Slovak Republic,SVK,2009,Euro,ICUR,Domestic Investment,12320700000
Slovak Republic,SVK,2009,Euro,EXPC,Exports of goods and serices,44505900000
Slovak Republic,SVK,2009,Euro,IMPC,Imports of goods and serices,44784500000
Slovak Republic,SVK,2009,Euro,CACUR,Actual Household Consumption,43851772000
Slovak Republic,SVK,2009,Euro,GCCUR,Govt Collective Consumption Public Goods,9871712995
Slovenia,SVN,2007,Euro,POP,Population,2009000
Slovenia,SVN,2007,Euro,CHCUR,Final Consumption,18218134297
Slovenia,SVN,2007,Euro,GCUR,Govt Collective Consumption Overall,5989566507
Slovenia,SVN,2007,Euro,ICUR,Domestic Investment,10955714465
Slovenia,SVN,2007,Euro,EXPC,Exports of goods and serices,24040709834
Slovenia,SVN,2007,Euro,IMPC,Imports of goods and serices,24635886159
Slovenia,SVN,2007,Euro,CACUR,Actual Household Consumption,21334539837
Slovenia,SVN,2007,Euro,GCCUR,Govt Collective Consumption Public Goods,2873160967
Slovenia,SVN,2008,Euro,POP,Population,2008000
Slovenia,SVN,2008,Euro,CHCUR,Final Consumption,19760800000
Slovenia,SVN,2008,Euro,GCUR,Govt Collective Consumption Overall,6758300000
Slovenia,SVN,2008,Euro,ICUR,Domestic Investment,11918800000
Slovenia,SVN,2008,Euro,EXPC,Exports of goods and serices,25132400000
Slovenia,SVN,2008,Euro,IMPC,Imports of goods and serices,26265600000
Slovenia,SVN,2008,Euro,CACUR,Actual Household Consumption,23277181951
Slovenia,SVN,2008,Euro,GCCUR,Govt Collective Consumption Public Goods,3241918049
Slovenia,SVN,2009,Euro,POP,Population,2006000
Slovenia,SVN,2009,Euro,CHCUR,Final Consumption,19607200000
Slovenia,SVN,2009,Euro,GCUR,Govt Collective Consumption Overall,7168300000
Slovenia,SVN,2009,Euro,ICUR,Domestic Investment,8149200000
Slovenia,SVN,2009,Euro,EXPC,Exports of goods and serices,20571600000
Slovenia,SVN,2009,Euro,IMPC,Imports of goods and serices,20111800000
Slovenia,SVN,2009,Euro,CACUR,Actual Household Consumption,23336907284
Slovenia,SVN,2009,Euro,GCCUR,Govt Collective Consumption Public Goods,3438592716
Sweden,SWE,2007,Swedish Krona,POP,Population,9031000
Sweden,SWE,2007,Swedish Krona,CHCUR,Final Consumption,1.46E+12
Sweden,SWE,2007,Swedish Krona,GCUR,Govt Collective Consumption Overall,7.97E+11
Sweden,SWE,2007,Swedish Krona,ICUR,Domestic Investment,6.35E+11
Sweden,SWE,2007,Swedish Krona,EXPC,Exports of goods and serices,1.62E+12
Sweden,SWE,2007,Swedish Krona,IMPC,Imports of goods and serices,1.39E+12
Sweden,SWE,2007,Swedish Krona,CACUR,Actual Household Consumption,1.93E+12
Sweden,SWE,2007,Swedish Krona,GCCUR,Govt Collective Consumption Public Goods,3.28E+11
Sweden,SWE,2008,Swedish Krona,POP,Population,9045000
Sweden,SWE,2008,Swedish Krona,CHCUR,Final Consumption,1.50E+12
Sweden,SWE,2008,Swedish Krona,GCUR,Govt Collective Consumption Overall,8.37E+11
Sweden,SWE,2008,Swedish Krona,ICUR,Domestic Investment,6.56E+11
Sweden,SWE,2008,Swedish Krona,EXPC,Exports of goods and serices,1.71E+12
Sweden,SWE,2008,Swedish Krona,IMPC,Imports of goods and serices,1.49E+12
Sweden,SWE,2008,Swedish Krona,CACUR,Actual Household Consumption,1.99E+12
Sweden,SWE,2008,Swedish Krona,GCCUR,Govt Collective Consumption Public Goods,3.44E+11
Sweden,SWE,2009,Swedish Krona,POP,Population,9060000
Sweden,SWE,2009,Swedish Krona,CHCUR,Final Consumption,1.52E+12
Sweden,SWE,2009,Swedish Krona,GCUR,Govt Collective Consumption Overall,8.64E+11
Sweden,SWE,2009,Swedish Krona,ICUR,Domestic Investment,5.15E+11
Sweden,SWE,2009,Swedish Krona,EXPC,Exports of goods and serices,1.51E+12
Sweden,SWE,2009,Swedish Krona,IMPC,Imports of goods and serices,1.29E+12
